stage,roi,condition,trial_index,amp_uV,peak_latency_ms
After ICA,Parieto-occipital ROI,familiar,314,-11.92405890197628,300.0
After ICA,Parieto-occipital ROI,familiar,315,3.3414879525436483,405.0
After ICA,Parieto-occipital ROI,familiar,316,-1.2828923377644885,420.0
After ICA,Parieto-occipital ROI,familiar,317,-8.762199287413953,300.0
After ICA,Parieto-occipital ROI,familiar,318,-10.562947062078624,351.0
After ICA,Parieto-occipital ROI,familiar,319,-11.95946074845211,487.0
After ICA,Parieto-occipital ROI,familiar,320,2.3152795348591706,330.0
After ICA,Parieto-occipital ROI,familiar,321,-14.593221505054435,430.0
After ICA,Parieto-occipital ROI,familiar,322,-8.852066897908605,481.0
After ICA,Parieto-occipital ROI,familiar,323,0.3856149038439508,461.0
After ICA,Parieto-occipital ROI,familiar,324,-10.924493892992173,406.0
After ICA,Parieto-occipital ROI,familiar,325,-17.1608277053235,360.0
After ICA,Parieto-occipital ROI,familiar,326,0.4018133872924311,498.0
After ICA,Parieto-occipital ROI,familiar,327,-12.632553670929317,397.0
After ICA,Parieto-occipital ROI,familiar,328,7.788164953614276,306.0
After ICA,Parieto-occipital ROI,familiar,329,0.8170623784862455,348.0
After ICA,Parieto-occipital ROI,familiar,330,2.4520345509470443,374.0
After ICA,Parieto-occipital ROI,familiar,331,-7.504393568637148,369.0
After ICA,Parieto-occipital ROI,familiar,332,-4.4702235017641305,309.0
After ICA,Parieto-occipital ROI,familiar,333,-7.101846828409833,500.0
After ICA,Parieto-occipital ROI,familiar,334,-0.40056844539722924,430.0
After ICA,Parieto-occipital ROI,familiar,335,-5.855366828978449,470.0
After ICA,Parieto-occipital ROI,familiar,336,-2.0734210282962877,381.0
After ICA,Parieto-occipital ROI,familiar,337,2.4629175052273546,483.0
After ICA,Parieto-occipital ROI,familiar,338,-6.2718408646831225,500.0
After ICA,Parieto-occipital ROI,familiar,339,20.440566741816447,494.0
After ICA,Parieto-occipital ROI,familiar,340,-9.225600333503968,405.0
After ICA,Parieto-occipital ROI,familiar,341,0.9595115253567308,409.0
After ICA,Parieto-occipital ROI,familiar,342,-3.2099561221957855,433.0
After ICA,Parieto-occipital ROI,familiar,343,-0.8915333889314943,376.0
After ICA,Parieto-occipital ROI,familiar,344,7.726369054846701,392.0
After ICA,Parieto-occipital ROI,familiar,345,-4.400892162781834,492.0
After ICA,Parieto-occipital ROI,familiar,346,-3.203882052460635,462.0
After ICA,Parieto-occipital ROI,familiar,347,2.0436408532382915,392.0
After ICA,Parieto-occipital ROI,familiar,348,2.1205651170024655,350.0
After ICA,Parieto-occipital ROI,familiar,349,-8.9682947138432,431.0
After ICA,Parieto-occipital ROI,familiar,350,-1.0485998815762025,472.0
After ICA,Parieto-occipital ROI,familiar,351,-5.875192159551826,371.0
After ICA,Parieto-occipital ROI,familiar,352,-2.400757790380183,431.0
After ICA,Parieto-occipital ROI,familiar,353,11.461104464517875,446.0
After ICA,Parieto-occipital ROI,familiar,354,-3.799012268486861,424.0
After ICA,Parieto-occipital ROI,familiar,355,-0.35804325579326507,430.0
After ICA,Parieto-occipital ROI,familiar,356,3.4916326275406546,337.0
After ICA,Parieto-occipital ROI,familiar,357,7.66976758909173,444.0
After ICA,Parieto-occipital ROI,familiar,358,1.8579216419584237,449.0
After ICA,Parieto-occipital ROI,familiar,359,3.6477984324796644,462.0
After ICA,Parieto-occipital ROI,familiar,360,4.10365502546147,471.0
After ICA,Parieto-occipital ROI,familiar,361,6.347576516428122,342.0
After ICA,Parieto-occipital ROI,familiar,362,9.020487414257897,488.0
After ICA,Parieto-occipital ROI,familiar,363,-1.9837366688171714,471.0
After ICA,Parieto-occipital ROI,familiar,364,-1.3675573921949482,327.0
After ICA,Parieto-occipital ROI,familiar,365,12.541656410584487,357.0
After ICA,Parieto-occipital ROI,familiar,366,1.600887657340922,456.0
After ICA,Parieto-occipital ROI,familiar,367,8.079099779309391,333.0
After ICA,Parieto-occipital ROI,familiar,368,-5.042594357433672,302.0
After ICA,Parieto-occipital ROI,familiar,369,-17.549538994695805,340.0
After ICA,Parieto-occipital ROI,familiar,370,3.9490053353849377,411.0
After ICA,Parieto-occipital ROI,familiar,371,-20.422760021761636,471.0
After ICA,Parieto-occipital ROI,familiar,372,4.1364424291940685,399.0
After ICA,Parieto-occipital ROI,familiar,373,4.119039428957753,481.0
After ICA,Parieto-occipital ROI,familiar,374,3.3773831094338878,433.0
After ICA,Parieto-occipital ROI,familiar,375,10.81382935913849,500.0
After ICA,Parieto-occipital ROI,familiar,376,2.0981692457959773,471.0
After ICA,Parieto-occipital ROI,familiar,377,-11.106026234570164,415.0
After ICA,Parieto-occipital ROI,familiar,378,4.278652352934448,384.0
After ICA,Parieto-occipital ROI,familiar,379,-3.972214752919632,356.0
After ICA,Parieto-occipital ROI,familiar,380,0.4095760886502825,348.0
After ICA,Parieto-occipital ROI,familiar,381,8.146308178150477,335.0
After ICA,Parieto-occipital ROI,familiar,382,-13.63692634047676,303.0
After ICA,Parieto-occipital ROI,familiar,383,10.647908911365223,483.0
After ICA,Parieto-occipital ROI,familiar,384,4.522761905412439,447.0
After ICA,Parieto-occipital ROI,familiar,385,3.1219456189739394,369.0
