Stage,ROI,Channels Used,Time (ms),Cohen's d
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",531.0,0.1294164976884287
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",532.0,0.12773341212522443
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",533.0,0.1260959550926768
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",534.0,0.1244663277726522
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",535.0,0.12279724931537934
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",536.0,0.12102159467935981
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",537.0,0.11903146183807485
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",538.0,0.11667831985818175
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",539.0,0.11381636265311212
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",540.0,0.11038565160101492
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",541.0,0.10650043756849542
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",542.0,0.10248881616264939
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",543.0,0.09884153595690184
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",544.0,0.09607292218742595
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",545.0,0.09455020663028764
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",546.0,0.09436951274109247
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",547.0,0.09533245580048526
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",548.0,0.09702682788080097
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",549.0,0.09896585485389756
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",550.0,0.10071348528827348
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",551.0,0.10193681202135228
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",552.0,0.10238086555760102
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",553.0,0.10181819656613242
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",554.0,0.10004005245054308
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",555.0,0.09692052712812227
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",556.0,0.09252800646974123
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",557.0,0.08721423660045882
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",558.0,0.08160644294920517
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",559.0,0.07646970565696617
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",560.0,0.07247487636983024
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",561.0,0.06996125799946139
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",562.0,0.06879406598743977
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",563.0,0.06838469347453502
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",564.0,0.06788264350653612
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",565.0,0.06647731209280786
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",566.0,0.06369502093767841
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",567.0,0.05957829883113532
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",568.0,0.054688568402448824
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",569.0,0.04993687973431554
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",570.0,0.04629466379764425
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",571.0,0.044474605553455164
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",572.0,0.04469485126048053
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",573.0,0.046614333876998
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",574.0,0.04945414538875696
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",575.0,0.05224782166122322
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",576.0,0.05412567271342611
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",577.0,0.05453665087353226
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",578.0,0.05334524848520832
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",579.0,0.050801623430196195
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",580.0,0.04742750263074008
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",581.0,0.04385920396439419
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",582.0,0.040673960382033414
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",583.0,0.03823430906457284
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",584.0,0.03660006829141592
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",585.0,0.0355414647645528
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",586.0,0.03464799065588565
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",587.0,0.033493137358099626
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",588.0,0.03179670421867044
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",589.0,0.029529902527579095
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",590.0,0.026936517068769587
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",591.0,0.024477009747448503
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",592.0,0.02271816383930527
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",593.0,0.02219310278469436
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",594.0,0.023262584505653806
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",595.0,0.026016973388304956
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",596.0,0.030251149620166708
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",597.0,0.035516202198583514
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",598.0,0.041221976553863636
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",599.0,0.04675436205501251
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",600.0,0.05157795855985423
